연번,시군구,법정동,연료,관용승용차,관용승합차,관용화물차,관용특수차,자가용승용차,자가용승합차,자가용화물차,자가용특수차,영업용승용차,영업용승합차,영업용화물차,영업용특수차,데이터기준일자,
247.0,서울특별시 마포구 ,중동 ,휘발유(무연),0.0,0.0,0.0,0.0,1113.0,0.0,1.0,0.0,0.0,0,0,0,45348.0,
248.0,서울특별시 마포구 ,중동 ,하이브리드(휘발유+전기),0.0,0.0,0.0,0.0,206.0,0.0,0.0,0.0,0.0,0,0,0,45348.0,
249.0,서울특별시 마포구 ,중동 ,하이브리드(경유+전기),0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,0,0,45348.0,
250.0,서울특별시 마포구 ,중동 ,하이브리드(LPG+전기),0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,45348.0,
251.0,서울특별시 마포구 ,중동 ,수소,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0,0,0,45348.0,
252.0,서울특별시 마포구 ,중동 ,기타연료,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0,0,0,45348.0,
253.0,서울특별시 마포구 ,상암동 ,휘발유,2.0,0.0,0.0,0.0,2175.0,3.0,6.0,0.0,0.0,0,0,0,45348.0,
254.0,서울특별시 마포구 ,상암동 ,경유,0.0,2.0,13.0,6.0,2231.0,205.0,624.0,40.0,3.0,19,127,12,45348.0,
255.0,서울특별시 마포구 ,상암동 ,엘피지,0.0,2.0,4.0,0.0,430.0,23.0,37.0,0.0,337.0,0,7,0,45348.0,
256.0,서울특별시 마포구 ,상암동 ,전기,7.0,1.0,3.0,0.0,170.0,0.0,17.0,1.0,15.0,60,7,0,45348.0,
257.0,서울특별시 마포구 ,상암동 ,휘발유(유연),0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,0,0,45348.0,
258.0,서울특별시 마포구 ,상암동 ,휘발유(무연),0.0,0.0,0.0,0.0,3360.0,1.0,1.0,0.0,2.0,0,0,0,45348.0,
259.0,서울특별시 마포구 ,상암동 ,CNG,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,164,0,0,45348.0,
260.0,서울특별시 마포구 ,상암동 ,하이브리드(휘발유+전기),1.0,0.0,0.0,0.0,716.0,0.0,0.0,0.0,1.0,0,0,0,45348.0,
261.0,서울특별시 마포구 ,상암동 ,하이브리드(경유+전기),0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0,0,0,45348.0,
262.0,서울특별시 마포구 ,상암동 ,하이브리드(LPG+전기),0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0,0,0,45348.0,
263.0,서울특별시 마포구 ,상암동 ,수소,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,16,0,0,45348.0,
264.0,서울특별시 마포구 ,상암동 ,기타연료,0.0,0.0,0.0,0.0,0.0,10.0,18.0,4.0,0.0,0,0,0,45348.0,
